player_id,name_first,name_last,hand,dob,ioc,height,wikidata_id
104719,Marcel,Granollers,R,19860412,ESP,191,Q314348
104721,Josselin,Ouanna,R,19860414,FRA,193,Q974275
104729,Ivan,Nedelko,R,19860512,RUS,185,Q28842087
104731,Kevin,Anderson,R,19860518,RSA,203,Q299956
104733,Greg,Ouellette,U,19860519,USA,,
104735,Tobias,Kamke,R,19860521,GER,180,Q77145
104745,Rafael,Nadal,L,19860603,ESP,185,Q10132
104746,Vincent,Stouff,U,19860603,FRA,,
104755,Richard,Gasquet,R,19860618,FRA,183,Q209436
104765,Damon,Gooch,R,19860711,RSA,,
104773,Omid,Souri,R,19860728,IRI,,
104789,Sherif,Sabry,U,19860829,EGY,,Q7494952
104792,Gael,Monfils,R,19860901,FRA,193,Q186429
104793,Nikita,Kryvonos,R,19860901,USA,,
104797,Denis,Istomin,R,19860907,UZB,185,Q317961
104802,Fabrice,Martin,R,19860911,FRA,198,Q5428153
104804,Amir,Weintraub,R,19860916,ISR,188,Q3525392
104810,Zhe,Li,R,19860920,CHN,183,Q8994318
104840,Philip,Orno,R,19861209,DEN,,
104846,Marek,Michalicka,R,19861223,CZE,,Q16942036
104851,Gianluca,Naso,R,19870106,ITA,193,Q3105231
104852,Yannick,Jankovits,R,19870106,FRA,,Q24702648
104868,James,Ward,R,19870209,GBR,190,Q959602
104871,Jeremy,Chardy,R,19870212,FRA,188,Q176577
104873,Aleksandr,Nedovyesov,R,19870215,KAZ,188,Q7086270
104882,Blaz,Kavcic,R,19870305,SLO,188,Q373612
104897,Matthias,Bachinger,R,19870402,GER,188,Q77164
104898,Robin,Haase,R,19870406,NED,191,Q441037
104905,Nicolas,Barrientos,R,19870424,COL,175,Q6042102
104907,Jose Rubin,Statham,R,19870425,NZL,180,Q6279557
104916,Moritz,Baumann,L,19870509,GER,,
104918,Andy,Murray,R,19870515,GBR,191,Q10125
104919,Leonardo,Mayer,R,19870515,ARG,188,Q33249
104925,Novak,Djokovic,R,19870522,SRB,188,Q5812
104926,Fabio,Fognini,R,19870524,ITA,178,Q251980
104932,Kenny,De Schepper,L,19870529,FRA,203,Q180146
104963,Yannick,Mertens,R,19870625,BEL,185,Q3065798
104970,Matteo,Viola,R,19870707,ITA,188,Q2460787
104978,Daniel,Brands,R,19870717,GER,196,Q60717
104980,Anton,Zaitsev,U,19870722,RUS,,Q16942365
104993,Martin,Vaisse,U,19870811,FRA,,Q18128969
104999,Mischa,Zverev,L,19870822,GER,190,Q60289
105004,Dimitar,Kutrovsky,R,19870827,BUL,175,Q552688
105011,Illya,Marchenko,R,19870908,UKR,185,Q715773
105015,Franko,Skugor,R,19870920,CRO,196,Q3502012
105023,Sam,Querrey,R,19871007,USA,198,Q54538
105041,Lukas,Lacko,R,19871103,SVK,185,Q440514
105047,Tim,Puetz,R,19871119,GER,185,Q15133598
105051,Matthew,Ebden,R,19871126,AUS,188,Q515677
105053,Santiago,Giraldo,R,19871127,COL,188,Q357335
105062,Mikhail,Kukushkin,R,19871226,KAZ,183,Q459166
105063,Andrea,Arnaboldi,L,19871227,ITA,180,Q1112775
105065,Tim,Smyczek,R,19871230,USA,175,Q25623
105074,Ruben,Bemelmans,L,19880114,BEL,183,Q718187
105077,Albert,Ramos,L,19880117,ESP,188,Q459158
105085,Artem,Smirnov,L,19880202,UKR,188,Q3624172
105088,Laurent,Rochette,R,19880205,FRA,,Q16942213
105091,Peter,Torebko,R,19880210,GER,185,Q7177354
105098,Alexandre,Sidorenko,R,19880218,FRA,185,Q2834043
105113,Patrik,Rosenholm,R,19880305,SWE,178,Q18127609
105116,Dusan,Lojda,L,19880308,CZE,188,Q3499800
105118,Dorian,Descloix,R,19880314,FRA,193,Q18580046
105130,Vladimir,Uzhylovsky,R,19880325,UKR,196,
105132,Jurgen,Zopp,R,19880329,EST,190,Q519950
105136,Andrei,Plotniy,U,19880407,RUS,,
105138,Roberto,Bautista Agut,R,19880414,ESP,183,Q966542
105142,Arata,Onozawa,U,19880428,JPN,,Q59779702
105147,Tatsuma,Ito,R,19880518,JPN,180,Q708345
105152,Marcin,Gawron,U,19880525,POL,,Q6757210
105154,Joao,Souza,R,19880527,BRA,193,Q970533
105155,Pedro,Sousa,R,19880527,POR,180,Q2498113
105161,Yann,Marti,R,19880607,SUI,173,Q15427287
105163,Gleb,Sakharov,R,19880610,FRA,185,Q33133363
105165,Alborz,Akhavan Roufigar,R,19880614,IRI,,
105166,Peter,Polansky,R,19880615,CAN,180,Q1943147
105172,Miliaan,Niesten,U,19880627,NED,,
105173,Adrian,Mannarino,L,19880629,FRA,180,Q373522
105178,Alexis,Musialek,U,19880704,FRA,,Q20638608
105179,Adrian,Sikora,U,19880705,SVK,,Q16527092
105181,Miljan,Zekic,R,19880712,SRB,185,Q6857944
105182,Antso,Rakotondramanga,R,19880717,MAD,,Q15403754
105208,Ernests,Gulbis,R,19880830,LAT,190,Q295866
105216,Yuichi,Sugita,R,19880918,JPN,173,Q1358841
105223,Juan Martin,del Potro,R,19880923,ARG,198,Q180535
105226,Attila,Balazs,R,19880927,HUN,180,Q758074
105227,Marin,Cilic,R,19880928,CRO,198,Q245241
105236,Pirmin,Haenle,R,19881031,GER,,
105239,Daniel,Glancy,U,19881113,IRL,,Q16208664
105254,Nikola,Mektic,R,19881224,CRO,183,Q7035585
105257,David,Rice,R,19890101,GBR,,Q5239027
105270,Maxime,Teixeira,R,19890118,FRA,188,Q1913896
105271,Gonzalo,Escobar,L,19890120,ECU,178,Q18637325
105281,Eric,Quigley,R,19890130,USA,185,Q17478221
105292,Alejandro,Gonzalez,R,19890207,COL,190,Q4714552
105299,Dzmitry,Zhyrmont,U,19890301,BLR,,Q16558529
105300,Sergio,Gutierrez Ferrol,R,19890305,ESP,,Q7454285
105302,Ante,Pavic,R,19890307,CRO,196,Q15856663
105307,Jan,Blecha,R,19890318,CZE,,
105311,Joao,Sousa,R,19890330,POR,185,Q1338865
105329,Thibault,Venturino,U,19890429,FRA,,
105332,Benoit,Paire,R,19890508,FRA,196,Q246542
105336,Nicolas,Meister,R,19890515,USA,180,Q16611674
105341,Thomas,Fabbiano,R,19890526,ITA,173,Q3990614
105349,Harri,Heliovaara,R,19890604,FIN,188,Q13534
105357,John,Millman,R,19890614,AUS,183,Q2152388
105359,Jason,Jung,R,19890615,TPE,180,Q16300924
105372,Issam,Al Tawil,R,19890710,SYR,,Q13513085
105373,Martin,Klizan,L,19890711,SVK,191,Q19399
105376,Peter,Gojowczyk,R,19890715,GER,188,Q91615
105378,Jeff,Dadamo,U,19890717,USA,,Q6173657
105379,Aljaz,Bedene,R,19890718,SLO,181,Q1271168
105385,Donald,Young,L,19890723,USA,183,Q54694
105398,Adam,El Mihdawy,U,19890809,USA,,Q16526889
105399,Andriej,Kapas,R,19890811,POL,,Q4759308
105406,Roberto,Marcora,R,19890830,ITA,193,Q17274692
105407,Elie,Rousset,U,19890905,FRA,,Q16302544
105413,Andrej,Martin,R,19890920,SVK,183,Q2498702
105414,Matthieu,Roy,U,19890922,FRA,,
105421,Michal,Konecny,L,19891013,CZE,,Q16941916
105422,Joshua,Milton,R,19891014,GBR,,Q105437716
105426,Michael,Linzer,R,19891102,AUT,,Q6832260
105430,Radu,Albot,R,19891111,MDA,175,Q7281705
105432,Prajnesh,Gunneswaran,L,19891112,IND,188,Q29210278
105434,Ruan,Roelofse,R,19891118,RSA,188,Q15644332
105436,Markus,Eriksson,R,19891129,SWE,188,Q18043804
105441,John Patrick,Smith,L,19890124,AUS,188,Q559777
105449,Steve,Johnson,R,19891224,USA,188,Q53569
105450,Mike,Urbanija,R,19891226,SLO,183,Q19578154
105453,Kei,Nishikori,R,19891229,JPN,178,Q311222
105460,Matthew,Short,U,19900108,GBR,,
105476,Alexandre,Folie,R,19900131,BEL,,
105477,Marco,Trungelliti,R,19900131,ARG,178,Q3183203
105483,Jerome,Inzerillo,R,19900215,FRA,,Q13512870
105487,Facundo,Bagnis,L,19900227,ARG,183,Q1391764
105490,Jui Chen,Hung,R,19900301,TPE,,Q27861842
105507,Cheong Eui,Kim,R,19900323,KOR,,Q48893345
105508,Vasile,Antonescu,R,19900324,ROU,183,Q42337269
105510,Neil,Pauffley,R,19900329,GBR,,Q21622336
105512,Alexander,Sarkissian,R,19900403,USA,191,Q20643204
105523,Claudio,Fortuna,L,19900419,ITA,,Q16549548
105526,Jan Lennard,Struff,R,19900425,GER,193,Q1681537
105528,Alexander,Ward,R,19900430,GBR,185,Q18129132
105529,Carlos,Gomez Herrera,R,19900430,ESP,191,Q18580104
105533,Dmitry,Surchenko,U,19900502,RUS,,
105539,Evgeny,Donskoy,R,19900509,RUS,185,Q619669
105550,Guido,Pella,L,19900517,ARG,183,Q336862
105552,Yusuke,Watanuki,R,19900520,JPN,,Q32347752
105554,Daniel,Evans,R,19900523,GBR,175,Q4847264
105557,Gibril,Diarra,U,19900526,AUT,,
105559,Jonathan,Eysseric,L,19900527,FRA,180,Q2023912
105561,Alessandro,Giannessi,L,19900530,ITA,185,Q304117
105574,Jean Marc,Werner,R,19900621,GER,,
105575,Ricardas,Berankis,R,19900621,LTU,175,Q557827
105577,Vasek,Pospisil,R,19900623,CAN,193,Q440531
105583,Dusan,Lajovic,R,19900630,SRB,183,Q551295
105590,Uladzimir,Ignatik,R,19900714,BLR,183,Q796327
105598,Peter,Goldsteiner,R,19900731,AUT,173,
105606,Mohsen,Hossein Zade,U,19900805,IRI,,
105611,Andre,Dome,U,19900813,USA,,
105613,Norbert,Gombos,R,19900813,SVK,193,Q15836985
105614,Bradley,Klahn,L,19900820,USA,183,Q772382
105616,Kyle,Mcmorrow,U,19900820,USA,,
105617,Andreas,Mies,R,19900821,GER,188,Q18223058
105626,Takanyi,Garanganga,R,19900906,ZIM,,Q7677209
105628,Riccardo,Sinicropi,R,19900912,ITA,,
105632,Dominik,Suc,R,19900919,CZE,,
105633,Mohamed,Safwat,R,19900919,EGY,180,Q16608398
105634,Viktor,Galovic,R,19900919,ITA,193,Q17632661
105638,Daniel,Cox,R,19900928,GBR,170,Q5216873
105641,Blaz,Rola,L,19901005,SLO,193,Q883242
105643,Federico,Delbonis,L,19901005,ARG,193,Q367654
105649,Cedrik Marcel,Stebe,L,19901009,GER,183,Q77169
105650,Marcus,Willis,L,19901009,GBR,191,Q16302555
105651,Daniel,Smethurst,R,19901013,GBR,188,Q15311140
105654,Daniel,Nguyen,U,19901016,USA,,Q5218260
105655,Hiroki,Moriya,R,19901016,JPN,168,Q2418165
105656,Marcelo,Arevalo,R,19901017,ESA,193,Q6756491
105657,Marius,Copil,R,19901017,ROU,191,Q523725
105661,Ilija,Vucic,R,19901027,SRB,145,
105662,Tomislav,Jotovski,R,19901027,MKD,,Q27049238
105669,Franjo,Raspudic,R,19901115,BIH,,
105671,Gastao,Elias,R,19901124,POR,180,Q1619484
105674,Carlos Eduardo,Severino,U,19901205,BRA,,
105676,David,Goffin,R,19901207,BEL,180,Q19406
105683,Milos,Raonic,R,19901227,CAN,196,Q312343
105688,Manuel,Sanchez,R,19910105,MEX,183,Q6752899
105689,Jake,Eames,R,19910108,AUS,,
105691,Scott,Griekspoor,R,19910110,NED,,Q55193596
105692,Alessandro,Bega,R,19910111,ITA,173,Q34055325
105697,Marco,Bortolotti,R,19910121,ITA,173,Q108308685
105700,Jose,Pereira,R,19910126,BRA,180,Q16300760
105702,Richard,Becker,U,19910129,GER,,Q16219372
105714,Hugo,Nys,R,19910216,MON,185,Q15240823
105716,Tom,Jomby,R,19910218,FRA,,
105731,Steven,Diez,R,19910317,CAN,175,Q13512839
105732,Pierre Hugues,Herbert,R,19910318,FRA,188,Q2093033
105740,Francesco,Garzelli,R,19910405,ITA,,
105747,Karim Mohamed,Maamoun,R,19910409,EGY,175,Q18126672
105751,Roberto,Ortega Olmedo,R,19910430,ESP,168,Q16301398
105757,Sandro,Ehrat,R,19910418,SUI,180,Q1689243
105763,Alexandr,Kushakov,R,19910502,UKR,,
105776,Adam,Thornton Brown,R,19910515,GBR,,
105777,Grigor,Dimitrov,R,19910516,BUL,191,Q337681
105778,Tobias,Simon,R,19910518,GER,,Q89554851
105781,Andrei,Vasilevski,R,19910528,BLR,185,Q16224812
105786,Tom,Schonenberg,R,19910615,GER,185,
105797,Marvin,Netuschil,R,19910702,GER,,
105806,Mirza,Basic,R,19910712,BIH,188,Q6874826
105807,Pablo,Carreno Busta,R,19910712,ESP,188,Q7121592
105810,Shuichi,Sekiguchi,R,19910715,JPN,168,Q16735499
105814,Maximilian,Neuchrist,R,19910722,AUT,,Q15834599
105815,Tennys,Sandgren,R,19910722,USA,188,Q7700510
105819,Guido,Andreozzi,R,19910805,ARG,183,Q2316401
105821,Riccardo,Bellotti,R,19910805,ITA,,Q16596256
105823,Masato,Shiga,U,19910808,JPN,,
105827,Laurynas,Grigelis,R,19910814,LTU,183,Q627388
105838,Julien,Obry,R,19910904,FRA,,Q17274652
105844,Joffrey,De Schepper,U,19910916,FRA,,
105850,Cheng Peng,Hsieh,L,19910922,TPE,180,Q5924232
105851,Florent,Diep,U,19910924,FRA,,
105860,Tak Khunn,Wang,R,19911013,FRA,,Q16302535
105868,Wilson,Leite,R,19911106,BRA,178,Q16735426
105870,Yannick,Hanfmann,R,19911113,GER,193,Q29628209
105871,Sekou,Bangoura,R,19911118,USA,183,Q16941597
105872,Christian,Lindell,R,19911120,SWE,193,Q5109859
105874,Albano,Olivetti,R,19911124,FRA,203,Q549297
105877,Emilio,Gomez,R,19911128,ECU,185,Q14565694
105882,Stefano,Travaglia,R,19911228,ITA,185,Q3972751
105887,Manuel,Mazzella,L,19911224,ITA,,
105894,Javier,Marti,R,19920111,ESP,,Q596825
105897,Alexander,Zhurbin,U,19920114,RUS,,Q26678333
105899,Martin,Cuevas,R,19920114,URU,191,Q6777779
105902,James,Duckworth,R,19920121,AUS,183,Q1336011
105905,Danilo,Petrovic,R,19920124,SRB,203,Q23907381
105906,Kevin,Krawietz,R,19920124,GER,188,Q6396729
105916,Marton,Fucsovics,R,19920208,HUN,188,Q649333
105924,Richard,Gabb,R,19920212,GBR,,Q17478036
105926,Tom,Farquharson,U,19920212,GBR,,Q7815755
105928,Luca,Margaroli,R,19920215,SUI,183,Q20745019
105932,Nikoloz,Basilashvili,R,19920223,GEO,185,Q16297666
105933,Roberto,Quiroz,L,19920223,ECU,193,Q5405365
105934,Chuhan,Wang,R,19920224,CHN,188,Q18211762
105936,Filip,Krajinovic,R,19920227,SRB,185,Q178244
105943,Federico,Gaio,R,19920305,ITA,178,Q16735393
105947,Medy,Chettar,U,19920308,FRA,,
105948,Federico,Coria,R,19920309,ARG,180,Q27306789
105952,Renzo,Olivo,R,19920315,ARG,178,Q2758092
105958,Richard,Muzaev,R,19920321,RUS,178,Q21622155
105959,Lewis,Burton,R,19920323,GBR,,Q1815334
105960,Evan,King,L,19920325,USA,185,Q16300779
105963,Arthur,De Greef,R,19920327,BEL,183,Q17994043
105966,Pavel,Filin,U,19920329,BLR,,
105967,Henri,Laaksonen,R,19920331,SUI,185,Q13185
105969,James,Marsalek,U,19920405,GBR,,
105974,Maverick,Banes,R,19920410,AUS,,Q56223699
105985,Darian,King,R,19920426,BAR,188,Q16941915
105992,Ryan,Harrison,R,19920507,USA,185,Q53563
106000,Damir,Dzumhur,R,19920520,BIH,175,Q1158544
106005,Constant,Lestienne,R,19920523,FRA,180,Q16300830
106008,Florian,Fallert,R,19920525,GER,,
106021,Dragos,Dima,R,19920616,ROU,180,Q39804924
106025,Jae Won,Yun,U,19920703,KOR,,
106031,Raymond,Sarmiento,R,19920724,USA,178,Q17364515
106032,Facundo,Arguello,R,19920804,ARG,178,Q5429102
106033,Romain,Arneodo,R,19920804,MON,175,Q18097336
106034,Yasutaka,Uchiyama,R,19920805,JPN,183,Q15660946
106037,Yahor,Yatsyk,R,19920806,BLR,,
106043,Diego,Schwartzman,R,19920816,ARG,170,Q5274812
106045,Denis,Kudla,R,19920817,USA,180,Q1187478
106053,Philip,Davydenko,R,19920902,RUS,183,Q17364263
106057,Facundo,Mena,R,19920922,ARG,183,Q21001023
106058,Jack,Sock,R,19920924,USA,191,Q54663
106061,Pavel,Krainik,R,19920928,CAN,,
106064,Lucas,Renard,R,19920930,SWE,183,
106065,Marco,Cecchinato,R,19920930,ITA,185,Q13360044
106070,Mitchell,Frank,R,19921016,USA,,
106071,Bernard,Tomic,R,19921021,AUS,196,Q288326
106072,Alexey,Vatutin,R,19921027,RUS,178,Q21623230
106073,Daniiar,Duldaev,R,19921027,KGZ,,Q30472204
106074,Jung Woong,Na,U,19921031,KOR,,Q53870700
106075,Jozef,Kovalik,R,19921104,SVK,183,Q12768184
106078,Egor,Gerasimov,R,19921111,BLR,196,Q18549907
106085,Hamid,Reza Nadaf,R,19921119,IRI,183,
106099,Salvatore,Caruso,R,19921215,ITA,185,Q16941640
106105,Guilherme,Clezar,R,19921231,BRA,183,Q627023
106109,Alex,Bolt,L,19930105,AUS,183,Q3462853
106110,Filip,Horansky,R,19930107,SVK,175,Q5448480
106117,Carlos,Boluda Purkiss,R,19930122,ESP,165,Q23668488
106120,Ricardo,Ojeda Lara,R,19930126,ESP,180,Q23668535
106121,Taro,Daniel,R,19930127,JPN,191,Q15714673
106130,Kiarash,Souri,R,19930216,IRI,,
106132,Toby,Martin,R,19930219,GBR,188,
106137,Tristan,Lamasine,R,19930305,FRA,183,Q16300796
106138,Yaraslav,Shyla,R,19930305,BLR,191,Q19798422
106140,Matthias,Wunner,R,19930310,GER,,
106146,Jan,Kuncik,L,19930320,CZE,,Q15057959
106148,Roberto,Carballes Baena,R,19930323,ESP,183,Q16146051
106154,Duje,Kekez,R,19930330,CRO,183,
106156,Sebastien,Boltz,R,19930405,FRA,,
106175,Ricardo,Rodriguez,R,19930428,VEN,189,Q2148716
106186,Jason,Kubler,R,19930519,AUS,178,Q6162896
106187,Denis,Yevseyev,R,19930522,KAZ,188,Q56250314
106191,Mick,Lescure,R,19930602,FRA,,
106193,Sahak,Bazrganian,R,19930605,USA,,
106196,Pascal,Meis,U,19930611,GER,,
106198,Hugo,Dellien,R,19930616,BOL,180,Q5904441
106201,Maxim,Dubarenco,R,19930624,MDA,,Q6795578
106203,Pedro,Sakamoto,R,19930629,BRA,178,Q61867075
106204,Nigmat,Shofayziev,R,19930630,UZB,,Q16942275
106205,Ryota,Kishi,U,19930630,JPN,,
106210,Jiri,Vesely,L,19930710,CZE,198,Q2481933
106214,Oscar,Otte,R,19930716,GER,193,Q29559367
106216,Bjorn,Fratangelo,R,19930719,USA,183,Q3657277
106218,Marcos,Giron,R,19930724,USA,180,Q17478053
106220,Dimitar,Kuzmanov,R,19930728,BUL,183,Q12061061
106227,Ji Sung,Nam,R,19930815,KOR,183,Q16581593
106228,Juan Ignacio,Londero,R,19930815,ARG,180,Q15665498
106232,Roberto,Cid,R,19930830,DOM,193,Q27049222
106233,Dominic,Thiem,R,19930903,AUT,185,Q88762
106234,Aslan,Karatsev,R,19930904,RUS,185,Q18546813
106238,Andres,Artunedo Martinavarro,R,19930914,ESP,,Q4760148
106246,Robin,Kern,R,19931003,GER,188,Q16219262
106247,Nik,Razborsek,L,19931004,SLO,173,Q7034657
106249,Joao,Domingues,R,19931005,POR,178,Q19560368
106250,Luis,Patino,R,19931006,MEX,183,Q23039399
106260,Pietro,Rondoni,U,19931103,ITA,,Q16735490
106261,Dennis,Novikov,R,19931106,USA,193,Q2045570
106263,Adrian,Partl,R,19931113,SVK,,
106265,Michael,Redlicki,L,19931116,USA,,Q2277775
106266,Lloyd,Glasspool,R,19931119,GBR,191,Q24809773
106270,Marcos,Giraldi Requena,R,19931126,ESP,,
106271,Robert,Rumler,R,19931201,CZE,,
106281,Liam,Broady,L,19940104,GBR,183,Q2965183
106283,Mitchell,Krueger,R,19940112,USA,188,Q16941929
106288,Mathias,Bourgue,R,19940118,FRA,188,Q17071396
106290,Filip,Peliwo,R,19940130,POL,180,Q1619331
106291,Luke,Saville,R,19940102,AUS,188,Q1475869
106293,Kimmer,Coppejans,R,19940207,BEL,178,Q1856953
106296,Gregoire,Barrere,R,19940216,FRA,183,Q24228674
106298,Lucas,Pouille,R,19940223,FRA,185,Q13403768
106299,Bar Tzuf,Botzer,R,19940302,ISR,,Q19560127
106300,Fares,Ghasya,U,19940303,LBA,,
106304,Mico,Santiago,U,19940311,USA,,
106310,Alexander,Ritschard,R,19940324,SUI,193,Q15782265
106312,Kevin,Kaczynski,R,19940406,GER,,
106324,Vaclav,Safranek,R,19940520,CZE,183,Q33061810
106325,Jabor,Al Mutawa,U,19940521,QAT,,Q19661893
106329,Thiago,Monteiro,L,19940531,BRA,183,Q16301147
106331,Christopher,Oconnell,R,19940603,AUS,183,Q28151675
106338,Jannis,Kahlke,L,19940609,GER,,
106348,Evgeny,Karlovskiy,R,19940807,RUS,191,Q55585044
106352,Matias,Franco Descotte,R,19940829,ARG,191,Q61861498
106353,Pedja,Krstin,R,19940903,SRB,183,Q16587689
106358,Miki,Jankovic,R,19940926,SRB,180,Q6849837
106362,Laurent,Lokoli,R,19941018,FRA,188,Q16935087
106368,Ramkumar,Ramanathan,R,19941108,IND,188,Q15759429
106374,Filip,Veger,R,19941221,CRO,,Q17364541
106377,Robin,Stanek,L,19950103,CZE,,Q23668749
106378,Kyle,Edmund,R,19950108,GBR,188,Q6451141
106381,Temur,Ismailov,R,19950114,UZB,,Q16941858
106382,Luke,Bambridge,R,19950121,GBR,,Q20630545
106387,Mazen,Osama,A,19950209,EGY,,
106389,Andrei Stefan,Apostol,R,19950225,ROU,,
106390,Matteo,Donati,R,19950228,ITA,185,Q16577123
106398,Pedro,Cachin,R,19950412,ARG,185,Q19560184
106401,Nick,Kyrgios,R,19950427,AUS,193,Q3720084
106408,Mario,Vilella Martinez,R,19950703,ESP,178,Q23668766
106412,Lucas,Gomez,L,19950811,MEX,178,Q16941820
106415,Yoshihito,Nishioka,L,19950927,JPN,170,Q16735453
106420,Gianluigi,Quinzi,L,19960201,ITA,191,Q920053
106421,Daniil,Medvedev,R,19960211,RUS,198,Q21622022
106423,Thanasi,Kokkinakis,R,19960410,AUS,193,Q3784554
106426,Cristian,Garin,R,19960530,CHI,185,Q4252035
106432,Borna,Coric,R,19961114,CRO,188,Q14905846
106468,Alberto,Martorell,R,19500718,ESP,,
106510,Aly,El Dawoudi,R,19490925,EGY,,Q4738553
106561,Tony,Fawcett,R,19510629,RHO,,
106594,Attila,Korpas,R,19450901,GER,,Q88947610
106629,Birger,Andersson,R,19510326,SWE,,Q2904458
106697,Carlos,Feldstedt,R,,CHI,,
106702,Carlos,Lando,R,19560908,ARG,,
106867,Derek,Schroder,R,,RSA,,
106899,Douglas,Palm,R,19550506,SWE,,Q23039398
106900,Dragan,Savic,R,,YUG,,
107001,Fernando,Gentil,R,19500311,BRA,,Q56584195
107026,Francisco,Mastelli,R,19520330,ARG,,
107072,Gene,Russo,R,19460122,USA,,
107078,George,Rudman,R,19490903,RSA,,
107082,Gerard,Wimmer,R,19530301,AUT,,Q101250891
107217,Ian,Crookenden,L,19431210,NZL,,Q19955631
107277,Jan,Pisecky,R,,CZE,,
107284,Janos,Benyik,R,19510604,HUN,,Q88826869
107374,John,Antonas,R,19510912,BAH,,
107391,John,Muller,R,,RSA,,
107425,Jose,Moreno,R,19530827,ESP,,
107456,Juan,Herrera,R,,ESP,,
107457,Juan Ignacio,Muntanola,R,,ESP,,
107744,Matti,Timonen,R,19531010,FIN,,
107815,Mike,Styles,R,19510927,RSA,,
107985,Peter,Langsford,R,19540602,AUS,,
108036,Rafael,Ruiz,R,,ESP,,
108047,Randy,Jones,R,,USA,,
108052,Rauty,Krog,R,,RSA,,
108118,Robert,Machan,R,19481018,HUN,,Q1161232
108198,Salvador,Cabeza,R,,ESP,,
108275,Spencer,Segura,R,,USA,,
108343,Taghi,Akbari,R,19451214,IRI,,Q7675242
108418,Tom,Mott,R,19570326,USA,,
108421,Toma,Ovici,R,19490531,ROU,,Q7818186
108434,Tony,Parun,R,19490824,NZL,,
108466,Vicente,Castano,R,,ESP,,
108503,Wayne,Cowley,R,19531205,AUS,,
108748,Lukas,Mugevicius,R,19941207,LTU,188,Q6701693
109054,Daniel,Masur,R,19941106,GER,183,Q25915757
109303,Stefano,Napolitano,R,19950411,ITA,196,Q16676852
109318,Pawel,Cias,R,19940222,POL,178,Q105871659
109362,Helson,Barros,R,,BRA,,
109498,Dmitry,Resnyanskiy,U,19900605,KAZ,,
109520,Herkko,Pollanen,R,19940721,FIN,,Q13548
109679,Efe,Yurtacan,U,19950101,TUR,,
109686,Riccardo,Bonadio,R,19930713,ITA,180,Q31293913
109699,Julian,Lenz,R,19930217,GER,188,Q18126462
109739,Maximilian,Marterer,L,19950615,GER,188,Q17364412
109771,Jairo,Velasco,R,19470509,ESP,173,
109807,Garry,Slater,R,,NZL,,
109808,Graham,Oliver,U,,NZL,,
109831,K,Javan,U,,IRI,,
109832,Ezzat,Nemati,U,,UAE,,
109958,Viorel,Marcu,U,,ROU,,
110054,Paul,Thompson,U,,,,
110121,Robyn,Ray,U,19440603,USA,,
110241,Mike,Prineas,U,,USA,,
110288,Abdel,Ghani,U,,,,
110341,Jukka,Narakka,U,19540211,FIN,,
110368,Arthur,Whitaker,U,,GBR,,
110404,James,Smith,R,,GBR,,
110424,Joaquin,Castellano,U,,ESP,,
110426,Arif,Kocak,U,19500222,TUR,,
110427,Yildirak,Das,U,,TUR,,
110428,Bedri,Baykam,U,,TUR,,
110430,Ahmet,Gencsoy,U,,TUR,,
110431,Nezih,Gunal,U,,TUR,,
110432,Selim,Var,U,,TUR,,
110433,Cumhur,Ongen,U,,TUR,,
110434,Oguz,Eroglu,U,,TUR,,
110435,Ziya,Isikustun,U,,TUR,,
110436,Ali,Yenilmez,U,19580615,TUR,,
110437,Ali,Gorec,U,,TUR,,
110438,Umit,Center,U,,TUR,,
110439,Beyazit,Anbar,U,19480103,TUR,,
110440,Orhan,Atas,U,,TUR,,
110441,Cahit,Atas,U,19490913,TUR,,
110442,Vartan,Tetikbas,U,,TUR,,
110443,Murat,Gurler,U,19590304,TUR,,
110444,Andy,Lloyd,R,,USA,,
110445,Milos,Dimitrijevic,U,,,,
110446,Bertram,Knowles,U,,,,
110447,Leo,Rolle,U,19480226,,,
110448,Bob,Adams,U,,,,
110476,Mousa Shanan,Zayed,U,19940309,QAT,,Q17198943
110536,Kevin,King,L,19910228,USA,191,Q15707484
110602,Dennis,Novak,R,19930828,AUT,183,Q16942082
110636,Clay,Thompson,R,19920504,USA,,Q18128700
110686,Finn,Tearney,R,19900927,NZL,183,Q22096450
110708,Luca George,Tatomir,R,19950821,ROU,,
110748,Nikola,Milojevic,R,19950619,SRB,188,Q3597180
110749,Joe,Salisbury,R,19920420,GBR,191,Q18580128
110750,Eric,Johnson,R,19930217,USA,,
110754,David,Vega Hernandez,R,19940623,ESP,188,Q24706377
110778,Joao,Menezes,R,19961217,BRA,185,Q23662473
110780,Joshua,Ward Hibbert,R,19940125,GBR,,Q6290303
111107,Teimuraz,Kakulia,R,19470426,URS,170,Q4208948
111138,Dennis,Matthews,U,,,,
111153,Christopher,Eubanks,R,19960505,USA,201,Q24817523
111162,Daniel,Baumann,R,19950208,GER,,
111167,Ugo,Nastasi,R,19930416,LUX,185,Q27049228
111177,Arkadiusz,Kocyla,R,19931102,POL,,
111187,Kaichi,Uchida,R,19940823,JPN,180,Q16769804
111192,Lucas,Miedler,R,19960621,AUT,183,Q17386379
111194,Evgeny,Elistratov,U,19941228,RUS,,
111200,Elias,Ymer,R,19960410,SWE,185,Q17405398
111202,Hyeon,Chung,R,19960519,KOR,188,Q13616024
111427,Adrien,Puget,R,19910304,FRA,,
